wilayah,provinsi,tahun,pdrb_perkapita,kemiskinan,pengangguran,ipm,harapan_hidup,rata_lama_sekolah,akses_internet,jalan_baik,air_bersih,catatan_data
Kabupaten/Kota_692,Jawa Tengah,2023,184268728.0,24.32,10.8,67.36,71.68,11.68,64.95,72.16,46.12,Normal
Kabupaten/Kota_693,Jawa Timur,2023,137654251.0,17.51,12.71,64.58,66.03,13.61,41.43,55.3,82.09,Normal
Kabupaten/Kota_694,Sulawesi Selatan,2020,188080711.0,6.7,2.28,71.5,67.61,5.08,80.31,61.8,58.86,Normal
Kabupaten/Kota_695,Sulawesi Selatan,2022,38734261.0,19.78,7.75,71.02,77.29,8.67,49.62,39.75,82.97,Normal
Kabupaten/Kota_696,Jawa Barat,2022,170096372.0,7.37,2.21,62.67,75.79,13.12,37.54,31.5,88.5,Normal
Kabupaten/Kota_697,Sumatera Barat,2022,17359440.0,13.55,4.58,77.11,72.17,10.59,23.8,86.89,81.39,Normal
Kabupaten/Kota_698,Sulawesi Selatan,2020,143900203.0,13.31,14.03,59.38,76.16,5.75,89.41,41.21,95.77,Normal
Kabupaten/Kota_699,Banten,2024,139989060.0,9.83,1.64,84.68,76.93,11.56,56.44,43.88,73.93,Normal
Kabupaten/Kota_700,DKI Jakarta,2023,37020527.0,12.44,36.68,72.08,77.3,6.63,56.45,55.7,72.8,Outlier
Kabupaten/Kota_701,Sulawesi Selatan,2020,162825976.0,18.25,3.57,58.01,76.69,8.85,83.38,94.25,70.4,Normal
Kabupaten/Kota_702,Banten,2023,108108457.0,18.69,14.04,,67.26,13.16,90.52,59.33,53.22,Missing Value
Kabupaten/Kota_703,Sumatera Barat,2023,173019122.0,4.85,4.73,56.8,73.06,11.77,43.48,39.0,55.93,Normal
Kabupaten/Kota_704,Sumatera Utara,2021,194839810.0,14.86,14.2,62.51,74.75,12.2,87.13,65.26,73.0,Normal
Kabupaten/Kota_705,Kalimantan Timur,2022,132579977.0,16.3,10.9,60.92,69.38,8.11,33.15,33.47,68.13,Normal
Kabupaten/Kota_706,Sumatera Barat,2020,208903639.0,23.02,3.4,66.16,70.91,9.5,58.17,66.36,94.47,Normal
Kabupaten/Kota_707,Sulawesi Selatan,2023,47575465.0,24.5,12.59,58.13,60.06,10.5,20.28,34.08,64.31,Normal
Kabupaten/Kota_708,Jawa Tengah,2020,183975686.0,5.59,5.46,69.47,66.23,8.89,64.5,99.05,42.74,Normal
Kabupaten/Kota_709,Sumatera Utara,2023,206623525.0,2.72,7.12,65.31,60.31,12.95,66.71,94.27,79.57,Normal
Kabupaten/Kota_710,Papua,2023,153922913.0,16.99,3.58,70.38,75.91,9.3,79.98,91.06,78.03,Normal
Kabupaten/Kota_711,Sulawesi Selatan,2020,219020947.0,6.76,1.67,72.92,70.47,5.17,69.03,53.23,79.64,Normal
Kabupaten/Kota_712,Sumatera Utara,2022,156050318.0,2.95,1.81,64.37,75.61,13.72,93.88,79.02,61.88,Normal
Kabupaten/Kota_713,Jawa Timur,2022,206165302.0,6.22,6.64,57.53,64.96,8.62,97.99,99.95,88.43,Normal
Kabupaten/Kota_714,Papua,2023,187255078.0,3.8,3.79,71.97,71.74,7.79,79.93,97.4,81.51,Normal
Kabupaten/Kota_715,Sumatera Barat,2020,204301365.0,8.45,1.97,68.93,69.51,7.4,85.34,87.61,55.86,Normal
Kabupaten/Kota_716,Jawa Barat,2022,134373163.0,7.52,,83.28,61.73,8.39,52.98,85.2,80.6,Missing Value
Kabupaten/Kota_717,Papua,2024,235109822.0,15.47,7.64,58.85,68.64,9.9,,60.29,64.64,Missing Value
Kabupaten/Kota_718,Jawa Barat,2020,20745279.0,21.61,13.91,68.28,63.31,7.54,54.97,54.36,46.62,Normal
Kabupaten/Kota_719,Sulawesi Selatan,2022,184564941.0,15.51,10.55,78.25,77.74,11.5,24.67,43.66,99.93,Normal
Kabupaten/Kota_720,Banten,2024,141464893.0,22.51,5.47,58.83,65.79,9.52,72.48,51.91,80.14,Normal
Kabupaten/Kota_721,Sumatera Utara,2024,169531366.0,15.77,5.46,80.74,68.8,6.17,92.49,93.61,95.39,Normal
Kabupaten/Kota_722,Sumatera Utara,2022,145454571.0,8.44,2.92,60.26,66.88,11.51,42.87,79.81,80.86,Normal
Kabupaten/Kota_723,Sumatera Barat,2021,245886886.0,24.6,11.39,69.12,60.42,13.69,29.35,83.23,65.8,Normal
Kabupaten/Kota_724,DKI Jakarta,2022,116990743.0,15.31,3.22,56.25,65.64,6.0,56.76,73.08,77.19,Normal
Kabupaten/Kota_725,Sumatera Utara,2024,61697540.0,22.13,9.7,70.53,60.91,13.83,72.32,68.05,90.24,Normal
Kabupaten/Kota_726,Jawa Barat,2024,67798527.0,18.45,13.76,65.76,77.08,8.42,63.11,56.59,71.86,Normal
Kabupaten/Kota_727,DKI Jakarta,2021,138612678.0,7.4,11.61,69.73,76.47,7.12,27.54,62.59,43.79,Normal
Kabupaten/Kota_728,Banten,2024,42212438.0,10.89,8.84,77.22,71.33,13.18,78.67,77.05,65.34,Normal
Kabupaten/Kota_729,Kalimantan Timur,2024,63480305.0,18.69,3.17,70.82,65.95,8.82,34.6,96.67,55.73,Normal
Kabupaten/Kota_730,Jawa Timur,2021,232132099.0,5.46,2.51,66.37,66.5,6.73,42.93,50.58,90.66,Normal
Kabupaten/Kota_731,Sulawesi Selatan,2022,47187231.0,17.47,11.47,71.95,68.33,6.37,55.15,95.81,94.93,Normal
Kabupaten/Kota_732,Jawa Barat,2023,174100602.0,24.01,1.38,71.03,74.7,13.52,40.86,81.68,63.33,Normal
Kabupaten/Kota_733,Sumatera Barat,2020,79302051.0,24.01,11.01,71.91,62.25,7.72,25.84,88.49,95.9,Normal
Kabupaten/Kota_734,Jawa Tengah,2022,39171859.0,15.26,1.71,56.55,71.66,5.17,28.41,62.42,88.52,Normal
Kabupaten/Kota_735,Jawa Timur,2024,135500147.0,22.63,9.44,75.52,68.82,5.05,26.01,94.31,57.98,Normal
Kabupaten/Kota_736,Jawa Timur,2024,102691762.0,8.54,2.22,61.19,77.67,11.39,86.91,83.13,80.13,Normal
Kabupaten/Kota_737,Jawa Tengah,2024,224156834.0,24.57,11.73,73.59,66.42,8.06,39.45,46.92,59.33,Normal
Kabupaten/Kota_738,Jawa Timur,2020,185299755.0,5.43,4.11,81.87,75.55,8.95,23.83,68.47,61.49,Normal
Kabupaten/Kota_739,Jawa Tengah,2022,203335296.0,19.04,9.32,59.28,77.07,12.38,41.16,78.81,50.65,Normal
Kabupaten/Kota_740,Kalimantan Timur,2022,115743816.0,,12.1,65.39,73.58,5.75,54.0,36.08,57.38,Missing Value
Kabupaten/Kota_741,Kalimantan Timur,2022,70395515.0,10.93,4.98,83.1,75.53,5.69,88.76,56.49,40.86,Normal
Kabupaten/Kota_742,Jawa Tengah,2022,190996819.0,13.89,11.05,56.42,65.44,7.42,42.69,80.48,68.8,Normal
Kabupaten/Kota_743,Jawa Tengah,2023,130569863.0,6.8,4.23,55.49,74.4,5.12,48.73,58.13,46.55,Normal
Kabupaten/Kota_744,Sumatera Utara,2024,132514497.0,,9.67,56.96,77.38,5.87,62.6,71.47,69.48,Missing Value
Kabupaten/Kota_745,Banten,2021,185770440.0,12.55,5.64,58.36,70.37,8.59,50.71,52.1,74.34,Normal
Kabupaten/Kota_746,Jawa Barat,2024,143433454.0,23.22,2.19,73.24,64.01,9.18,64.64,91.01,46.41,Normal
Kabupaten/Kota_747,DKI Jakarta,2021,85609534.0,9.96,1.21,71.99,73.46,12.08,38.21,63.28,84.25,Normal
Kabupaten/Kota_748,Sumatera Barat,2020,149624508.0,2.81,10.48,70.42,61.34,13.38,37.18,73.44,94.77,Normal
Kabupaten/Kota_749,Jawa Timur,2020,36368836.0,3.84,8.85,69.8,65.2,9.33,60.28,33.5,67.89,Normal
Kabupaten/Kota_750,Sumatera Utara,2020,180031947.0,15.59,9.77,83.97,62.14,9.39,51.1,54.4,91.28,Normal
Kabupaten/Kota_751,Jawa Timur,2022,187869711.0,5.87,7.31,74.23,69.16,11.69,58.42,62.83,51.48,Normal
Kabupaten/Kota_752,Sumatera Barat,2021,175465766.0,13.17,13.92,60.59,77.46,6.7,85.15,30.18,40.51,Normal
Kabupaten/Kota_753,Jawa Barat,2024,140850417.0,12.33,14.04,55.06,77.84,5.77,96.31,69.66,46.63,Normal
Kabupaten/Kota_754,Jawa Tengah,2023,217640306.0,13.34,13.86,60.51,70.93,9.54,48.13,38.05,91.33,Normal
Kabupaten/Kota_755,Jawa Tengah,2024,90001526.0,18.97,6.26,83.36,76.42,13.32,21.3,66.37,75.36,Normal
Kabupaten/Kota_756,Jawa Tengah,2022,51262477.0,4.56,12.4,67.96,63.59,11.62,83.43,73.05,59.25,Normal
Kabupaten/Kota_757,Kalimantan Timur,2021,114732276.0,5.04,12.81,76.98,76.97,11.21,66.31,89.39,81.66,Normal
Kabupaten/Kota_758,DKI Jakarta,2021,127402755.0,19.08,12.77,59.51,62.9,12.0,58.95,91.6,85.89,Normal
Kabupaten/Kota_759,Jawa Barat,2023,246376721.0,11.02,10.68,68.79,73.73,9.97,92.26,49.57,48.18,Normal
Kabupaten/Kota_760,DKI Jakarta,2024,122168611.0,24.36,9.23,65.0,76.11,10.45,52.13,76.06,42.51,Normal
Kabupaten/Kota_761,Banten,2021,218568668.0,24.95,8.79,72.33,71.96,7.94,79.83,67.69,64.55,Normal
Kabupaten/Kota_762,Sumatera Barat,2021,140457887.0,18.19,8.22,64.11,64.43,8.47,76.87,76.23,87.02,Normal
Kabupaten/Kota_763,Jawa Timur,2021,25912996.0,13.99,11.16,68.69,63.92,8.4,75.19,57.53,60.11,Normal
Kabupaten/Kota_764,Sumatera Barat,2021,21580902.0,23.27,5.74,80.57,63.47,13.93,72.64,78.44,77.02,Normal
Kabupaten/Kota_765,Papua,2020,241047394.0,22.22,1.36,72.81,75.8,12.97,73.17,52.45,82.0,Normal
Kabupaten/Kota_766,Jawa Barat,2020,195417522.0,23.74,14.0,57.13,74.69,13.4,88.49,39.85,79.91,Normal
Kabupaten/Kota_767,Banten,2024,71253685.0,12.96,1.53,82.58,63.14,10.62,32.87,78.52,83.77,Normal
Kabupaten/Kota_768,Jawa Tengah,2021,121217116.0,19.32,12.04,69.25,71.81,5.9,95.06,38.82,99.31,Normal
Kabupaten/Kota_769,Kalimantan Timur,2022,32911619.0,20.03,3.82,58.92,64.46,12.57,47.16,67.41,93.91,Normal
Kabupaten/Kota_770,Sulawesi Selatan,2022,48668513.0,2.23,2.81,76.8,66.61,12.77,92.88,50.45,99.98,Normal
Kabupaten/Kota_771,Sumatera Barat,2020,88361571.0,7.32,3.45,82.17,61.29,10.33,40.08,85.04,67.92,Normal
Kabupaten/Kota_772,Jawa Timur,2020,15757012.0,6.31,14.3,75.53,74.33,13.54,20.8,67.48,58.69,Normal
Kabupaten/Kota_773,Jawa Barat,2024,107420840.0,19.27,7.87,64.81,62.3,10.23,38.9,46.62,53.55,Normal
Kabupaten/Kota_774,Sumatera Utara,2023,31234742.0,15.36,12.19,59.28,62.09,5.31,83.28,42.3,90.78,Normal
Kabupaten/Kota_775,Kalimantan Timur,2021,247896442.0,6.18,12.89,66.17,62.83,7.58,90.9,65.78,41.46,Normal
Kabupaten/Kota_776,Sumatera Utara,2022,221613390.0,17.82,6.91,62.08,76.01,12.19,20.16,81.69,49.93,Normal
Kabupaten/Kota_777,Banten,2024,208874126.0,15.33,4.66,81.85,71.81,6.74,77.29,35.17,76.94,Normal
Kabupaten/Kota_778,Sulawesi Selatan,2024,164269737.0,9.82,7.48,65.91,61.5,9.5,53.49,60.3,96.09,Normal
Kabupaten/Kota_779,Sulawesi Selatan,2022,89803863.0,21.97,12.26,58.54,69.7,13.3,72.51,89.92,75.44,Normal
Kabupaten/Kota_780,Papua,2020,145559836.0,22.49,11.52,65.47,71.56,13.43,68.85,67.59,94.87,Normal
Kabupaten/Kota_781,Banten,2022,214582315.0,21.49,5.64,83.92,63.15,6.06,31.87,41.69,68.33,Normal
Kabupaten/Kota_782,Sumatera Utara,2021,151794555.0,20.57,7.75,56.2,67.84,10.91,66.79,91.93,69.85,Normal
Kabupaten/Kota_783,Jawa Timur,2023,176290327.0,9.24,14.1,69.35,62.76,7.19,65.25,89.56,98.56,Normal
Kabupaten/Kota_784,Jawa Tengah,2021,222575368.0,7.06,14.55,76.19,68.22,9.67,55.92,83.92,60.8,Normal
Kabupaten/Kota_785,DKI Jakarta,2020,34428666.0,10.01,1.89,71.74,62.95,6.97,74.2,63.24,92.35,Normal
Kabupaten/Kota_786,Sulawesi Selatan,2024,16543070.0,24.98,12.05,75.39,61.11,7.59,57.29,69.31,77.3,Normal
Kabupaten/Kota_787,Sumatera Barat,2022,130886025.0,7.32,10.61,74.15,72.63,12.92,29.48,68.18,99.95,Normal
Kabupaten/Kota_788,Jawa Timur,2023,125880372.0,18.12,12.98,57.8,73.22,5.48,27.35,60.97,66.69,Normal
Kabupaten/Kota_789,Kalimantan Timur,2020,80945731.0,10.58,3.07,69.73,66.65,13.93,61.45,38.66,44.95,Normal
Kabupaten/Kota_790,Banten,2021,21176528.0,17.33,8.09,71.29,69.22,10.18,74.85,37.96,88.76,Normal
Kabupaten/Kota_791,Kalimantan Timur,2020,39797793.0,5.0,1.11,67.83,69.1,13.23,69.12,37.06,96.88,Normal
Kabupaten/Kota_792,Kalimantan Timur,2024,195064461.0,21.15,11.79,77.59,77.49,8.01,61.42,35.8,46.59,Normal
Kabupaten/Kota_793,Jawa Timur,2023,174824514.0,8.86,6.28,81.86,66.34,6.07,97.88,52.77,64.47,Normal
Kabupaten/Kota_794,Jawa Timur,2023,175512241.0,5.72,3.79,70.77,66.82,7.86,96.32,58.05,83.93,Normal
Kabupaten/Kota_795,Jawa Timur,2024,90444188.0,12.38,1.28,59.38,72.42,7.7,94.06,78.24,59.85,Normal
Kabupaten/Kota_796,DKI Jakarta,2021,106913865.0,5.04,14.49,81.51,75.41,7.95,82.94,74.98,72.53,Normal
Kabupaten/Kota_797,Jawa Tengah,2021,86242632.0,10.23,12.7,74.24,73.92,8.99,71.17,41.28,76.62,Normal
Kabupaten/Kota_798,Jawa Barat,2023,222433177.0,20.66,8.38,58.24,73.4,10.5,29.75,99.56,88.53,Normal
Kabupaten/Kota_799,Sumatera Barat,2024,122782190.0,20.12,8.24,67.99,75.23,8.12,,63.55,73.01,Missing Value
Kabupaten/Kota_800,Papua,2021,72843003.0,10.2,5.25,58.01,65.51,13.94,29.5,63.85,67.99,Normal
Kabupaten/Kota_801,Sumatera Barat,2021,120518707.0,2.29,1.47,59.93,72.49,9.06,75.34,64.15,68.37,Normal
Kabupaten/Kota_802,Jawa Timur,2024,159717780.0,24.18,10.64,84.24,68.7,7.41,31.77,88.13,63.84,Normal
Kabupaten/Kota_803,Jawa Barat,2020,52675639.0,22.99,2.47,68.77,71.07,9.22,67.62,77.17,52.17,Normal
Kabupaten/Kota_804,Banten,2020,175768671.0,18.35,3.79,82.73,64.54,13.54,54.93,60.2,71.45,Normal
Kabupaten/Kota_805,Sulawesi Selatan,2022,27577889.0,2.5,11.07,57.91,72.53,11.2,94.35,56.59,60.04,Normal
Kabupaten/Kota_806,DKI Jakarta,2022,231491432.0,16.6,9.43,60.92,61.91,12.33,24.06,46.46,55.91,Normal
Kabupaten/Kota_807,Jawa Barat,2024,129758555.0,24.54,6.03,83.65,69.42,5.99,67.57,97.99,87.43,Normal
Kabupaten/Kota_808,Kalimantan Timur,2022,28426579.0,6.87,3.63,81.67,66.59,9.4,69.1,84.38,46.97,Normal
Kabupaten/Kota_809,Sumatera Barat,2023,75405210.0,13.02,2.41,60.66,70.8,8.72,20.99,82.43,55.22,Normal
Kabupaten/Kota_810,Banten,2022,148100691.0,18.97,10.48,77.85,77.83,10.6,60.59,91.68,63.53,Normal
Kabupaten/Kota_811,DKI Jakarta,2020,225660771.0,6.56,2.84,59.93,74.77,6.28,24.16,68.45,59.74,Normal
Kabupaten/Kota_812,Kalimantan Timur,2022,124960867.0,21.53,7.62,57.41,66.89,8.24,39.21,48.98,52.26,Normal
Kabupaten/Kota_813,Sumatera Utara,2022,57185120.0,9.74,12.05,72.84,69.7,11.33,77.64,85.82,48.52,Normal
Kabupaten/Kota_814,Sumatera Barat,2020,121288057.0,20.77,13.86,58.22,70.64,6.34,79.43,80.11,59.68,Normal
Kabupaten/Kota_815,Papua,2023,82698572.0,17.78,4.21,74.27,75.83,8.57,33.59,78.14,71.79,Normal
Kabupaten/Kota_816,Sumatera Barat,2020,40923668.0,23.06,9.21,66.03,60.3,7.1,26.34,61.46,98.45,Normal
Kabupaten/Kota_817,Sulawesi Selatan,2023,29623801.0,13.08,11.57,60.74,74.37,8.32,85.42,41.32,44.11,Normal
Kabupaten/Kota_818,Banten,2021,133112737.0,13.49,2.02,76.47,74.49,13.33,27.3,30.58,96.91,Normal
Kabupaten/Kota_819,Papua,2023,45331098.0,18.75,12.92,56.02,62.45,12.51,40.85,96.81,64.61,Normal
Kabupaten/Kota_820,Banten,2020,44103135.0,22.04,10.55,65.25,65.32,6.47,72.26,31.03,88.98,Normal
Kabupaten/Kota_821,Banten,2024,193228261.0,12.6,5.28,79.28,66.0,10.41,23.86,85.0,87.14,Normal
Kabupaten/Kota_822,Kalimantan Timur,2022,230351680.0,10.7,14.7,60.84,72.62,6.9,31.1,64.72,81.51,Normal
Kabupaten/Kota_823,Papua,2020,242934042.0,23.2,2.44,57.36,66.91,10.41,82.71,45.07,62.84,Normal
Kabupaten/Kota_824,Jawa Timur,2022,127321714.0,22.24,13.88,57.38,71.1,12.91,69.71,67.86,75.83,Normal
Kabupaten/Kota_825,Sumatera Barat,2023,92592660.0,13.32,12.63,82.44,73.42,7.88,85.74,69.62,90.5,Normal
Kabupaten/Kota_826,Banten,2022,24915474.0,21.11,14.23,78.93,63.63,9.8,63.78,47.81,69.0,Normal
Kabupaten/Kota_827,Kalimantan Timur,2020,236500026.0,15.52,14.3,78.45,73.67,13.66,21.44,88.97,80.21,Normal
Kabupaten/Kota_828,Sumatera Barat,2024,212830577.0,15.03,2.39,62.19,67.9,8.4,93.71,64.78,50.97,Normal
Kabupaten/Kota_829,Sulawesi Selatan,2020,28062666.0,12.42,7.33,76.02,65.07,9.78,87.84,76.94,87.38,Normal
Kabupaten/Kota_830,Jawa Timur,2021,221780281.0,2.69,1.81,67.46,71.48,11.46,25.44,54.18,56.83,Normal
Kabupaten/Kota_831,Jawa Tengah,2023,111337987.0,8.65,11.84,67.67,67.99,5.88,78.66,37.54,49.75,Normal
Kabupaten/Kota_832,Banten,2023,93879816.0,18.0,10.95,62.55,73.33,8.91,65.64,73.66,61.57,Normal
Kabupaten/Kota_833,Jawa Timur,2022,77579102.0,22.19,8.94,70.03,62.18,6.16,20.83,95.45,94.11,Normal
Kabupaten/Kota_834,Jawa Timur,2023,29552842.0,14.57,10.05,55.24,69.95,7.57,61.28,32.82,56.34,Normal
Kabupaten/Kota_835,Jawa Timur,2024,53204028.0,3.59,9.47,79.67,60.14,9.21,92.59,89.61,72.96,Normal
Kabupaten/Kota_836,DKI Jakarta,2020,198025232.0,4.51,14.97,57.67,68.36,10.26,38.96,43.85,41.35,Normal
Kabupaten/Kota_837,DKI Jakarta,2023,191197246.0,23.83,6.25,65.89,61.19,11.33,78.5,83.69,46.69,Normal
Kabupaten/Kota_838,Jawa Tengah,2020,111761483.0,15.07,10.96,78.72,64.74,8.16,80.63,48.67,73.97,Normal
Kabupaten/Kota_839,Sumatera Barat,2022,62006153.0,23.12,11.82,68.15,77.76,10.12,49.05,83.77,95.11,Normal
Kabupaten/Kota_840,Kalimantan Timur,2023,157463154.0,11.93,8.81,60.19,64.43,6.81,32.65,40.93,80.41,Normal
Kabupaten/Kota_841,Jawa Barat,2023,236779822.0,4.32,14.97,55.05,65.97,7.34,70.26,64.55,46.19,Normal
Kabupaten/Kota_842,Sumatera Utara,2020,53029830.0,3.0,10.82,61.2,63.35,6.5,56.5,61.87,51.15,Normal
Kabupaten/Kota_843,Kalimantan Timur,2023,27057759.0,15.76,2.22,57.27,69.5,5.79,51.69,73.66,41.24,Normal
Kabupaten/Kota_844,Sulawesi Selatan,2021,60180213.0,5.83,9.89,80.86,67.76,8.54,32.23,41.04,41.33,Normal
Kabupaten/Kota_845,Sumatera Utara,2020,138208681.0,4.49,4.21,77.19,74.77,10.66,39.08,46.8,45.17,Normal
Kabupaten/Kota_846,Jawa Timur,2022,143062947.0,4.44,6.59,66.12,67.92,11.65,57.57,74.05,50.3,Normal
Kabupaten/Kota_847,Jawa Barat,2021,165641785.0,20.93,1.1,78.68,66.55,7.31,57.54,86.84,49.9,Normal
Kabupaten/Kota_848,Jawa Barat,2023,158793794.0,17.74,5.99,77.32,74.95,9.72,46.88,73.59,42.3,Normal
Kabupaten/Kota_849,Papua,2020,170101781.0,21.74,3.4,76.83,60.97,9.01,,77.89,41.91,Missing Value
Kabupaten/Kota_850,Jawa Barat,2024,198254689.0,11.04,12.84,81.48,76.71,9.51,40.71,84.82,74.48,Normal
Kabupaten/Kota_851,Papua,2024,149434699.0,8.18,10.68,78.14,63.15,5.12,58.45,60.38,70.29,Normal
Kabupaten/Kota_852,Jawa Barat,2024,112915592.0,9.23,11.02,79.34,76.44,13.31,61.77,71.12,97.27,Normal
Kabupaten/Kota_853,Sulawesi Selatan,2022,37187581.0,5.77,6.32,81.05,69.65,7.17,40.95,50.82,50.08,Normal
Kabupaten/Kota_854,Sumatera Barat,2021,156365756.0,7.12,2.46,68.57,65.9,7.04,76.6,34.5,63.84,Normal
Kabupaten/Kota_855,Sulawesi Selatan,2023,135663613.0,17.7,14.53,60.32,64.3,9.23,90.67,74.67,81.44,Normal
Kabupaten/Kota_856,Jawa Timur,2021,101154562.0,3.22,1.85,63.07,67.13,7.73,35.42,48.42,67.88,Normal
Kabupaten/Kota_857,Jawa Barat,2024,122679537.0,17.44,12.83,55.51,68.63,12.48,70.31,86.59,58.87,Normal
Kabupaten/Kota_858,Sumatera Utara,2020,69957858.0,8.71,6.97,64.48,69.73,12.85,55.06,92.63,87.7,Normal
Kabupaten/Kota_859,Sumatera Barat,2021,221201173.0,12.42,5.9,76.69,68.1,6.94,60.51,96.04,67.11,Normal
Kabupaten/Kota_860,Kalimantan Timur,2024,118472032.0,11.47,8.69,69.54,69.85,11.11,93.67,81.03,42.54,Normal
Kabupaten/Kota_861,Jawa Tengah,2021,40709595.0,7.63,13.36,59.67,70.58,9.76,95.39,77.64,91.33,Normal
Kabupaten/Kota_862,Sulawesi Selatan,2023,19890286.0,16.39,12.04,,73.84,12.9,27.28,77.43,59.92,Missing Value
Kabupaten/Kota_863,Sumatera Utara,2024,205134419.0,20.33,9.96,60.59,64.45,5.18,97.03,59.41,41.95,Normal
Kabupaten/Kota_864,Kalimantan Timur,2022,161433217.0,14.06,6.45,56.36,70.31,8.21,20.15,63.03,57.52,Normal
Kabupaten/Kota_865,Papua,2020,248810601.0,9.6,3.49,61.08,72.19,12.57,63.6,95.92,62.44,Normal
Kabupaten/Kota_866,Kalimantan Timur,2020,28929177.0,9.28,11.9,73.02,67.5,10.03,24.38,84.05,64.02,Normal
Kabupaten/Kota_867,Sumatera Barat,2021,17180941.0,16.54,13.54,66.57,67.58,5.99,90.59,46.27,88.32,Normal
Kabupaten/Kota_868,Sumatera Utara,2021,30066919.0,19.12,2.77,59.25,69.8,8.17,90.16,49.86,42.22,Normal
Kabupaten/Kota_869,DKI Jakarta,2022,61964925.0,15.17,12.57,70.26,69.63,6.96,49.25,55.22,44.4,Normal
Kabupaten/Kota_870,Kalimantan Timur,2023,227342248.0,20.12,4.29,73.17,73.73,9.71,64.43,52.87,71.02,Normal
Kabupaten/Kota_871,Banten,2024,98663409.0,20.98,9.87,62.09,63.91,9.21,0.35,47.32,85.42,Outlier
Kabupaten/Kota_872,Sumatera Utara,2023,167204788.0,20.57,9.66,77.81,60.14,9.46,72.24,86.51,48.36,Normal
Kabupaten/Kota_873,DKI Jakarta,2024,177988553.0,4.96,14.31,62.25,71.85,11.27,,53.32,50.63,Missing Value
Kabupaten/Kota_874,Jawa Barat,2023,197780276.0,19.86,10.63,72.19,73.97,9.78,76.85,49.33,50.19,Normal
Kabupaten/Kota_875,Jawa Barat,2021,156085246.0,18.3,13.07,66.37,71.29,5.69,84.78,45.56,44.67,Normal
Kabupaten/Kota_876,Jawa Timur,2024,210484327.0,20.38,1.53,73.21,77.79,5.32,23.92,65.97,77.77,Normal
Kabupaten/Kota_877,Sumatera Barat,2020,85895425.0,11.9,4.4,78.74,66.6,6.42,97.9,89.31,61.59,Normal
Kabupaten/Kota_878,Papua,2020,58418113.0,12.7,1.34,58.15,71.26,13.02,20.51,52.97,57.68,Normal
Kabupaten/Kota_879,Jawa Barat,2021,234262170.0,5.54,5.96,57.47,71.24,8.89,42.96,46.14,62.61,Normal
Kabupaten/Kota_880,Sumatera Barat,2023,108347856.0,4.15,6.11,67.96,72.22,7.06,28.47,33.11,92.75,Normal
Kabupaten/Kota_881,Sumatera Barat,2023,241919959.0,16.29,14.5,67.54,74.36,9.94,46.2,78.64,44.61,Normal
Kabupaten/Kota_882,Sumatera Utara,2022,244069207.0,15.81,6.23,62.21,72.16,9.47,25.6,57.38,62.17,Normal
Kabupaten/Kota_883,Kalimantan Timur,2021,234979042.0,12.53,11.98,65.4,60.59,9.12,54.17,99.65,95.51,Normal
Kabupaten/Kota_884,Banten,2021,234846869.0,3.31,3.94,58.27,70.53,12.81,68.81,67.39,50.43,Normal
Kabupaten/Kota_885,Papua,2023,240871420.0,17.79,10.81,74.38,68.15,11.95,79.4,82.01,94.85,Normal
Kabupaten/Kota_886,Kalimantan Timur,2021,25652641.0,19.91,7.03,,77.54,9.82,92.44,65.29,48.68,Missing Value
Kabupaten/Kota_887,Jawa Barat,2021,96161647.0,7.13,7.84,72.13,77.14,5.69,43.58,32.03,52.37,Normal
Kabupaten/Kota_888,Banten,2021,15560775.0,23.67,2.69,77.28,62.02,9.67,90.78,51.66,52.12,Normal
Kabupaten/Kota_889,DKI Jakarta,2023,119206063.0,9.71,1.12,71.49,62.97,6.26,31.56,78.17,79.46,Normal
Kabupaten/Kota_890,Kalimantan Timur,2022,75109833.0,19.85,5.63,81.21,67.12,10.27,33.69,73.97,99.78,Normal
Kabupaten/Kota_891,Papua,2022,226414936.0,24.93,3.43,75.19,68.1,6.66,68.21,98.29,82.67,Normal
Kabupaten/Kota_892,Kalimantan Timur,2020,88733372.0,10.16,11.07,57.62,71.85,10.8,38.96,67.3,55.67,Normal
Kabupaten/Kota_893,Jawa Barat,2021,85406558.0,24.83,9.64,78.43,71.71,8.18,83.89,52.6,95.36,Normal
Kabupaten/Kota_894,Banten,2020,241211376.0,22.67,14.98,68.71,65.16,8.51,73.62,51.33,85.26,Normal
Kabupaten/Kota_895,Sumatera Barat,2023,249652122.0,6.0,14.4,60.31,73.45,10.12,63.21,90.05,40.23,Normal
Kabupaten/Kota_896,Sumatera Barat,2022,236431907.0,12.6,14.09,82.68,74.32,10.54,90.97,42.92,56.64,Normal
Kabupaten/Kota_897,Banten,2022,174067918.0,4.78,7.62,65.93,73.25,11.05,92.21,41.47,70.07,Normal
Kabupaten/Kota_898,Kalimantan Timur,2021,98023151.0,16.33,12.22,56.82,60.64,12.52,44.11,47.69,53.13,Normal
Kabupaten/Kota_899,Banten,2021,161701975.0,24.44,1.42,69.63,74.04,9.16,54.32,53.47,43.95,Normal
Kabupaten/Kota_900,Sulawesi Selatan,2022,49864148.0,22.97,8.97,77.28,73.92,9.03,34.08,86.13,46.43,Normal
Kabupaten/Kota_901,Sulawesi Selatan,2024,44840397.0,13.95,5.21,72.34,73.6,5.52,82.16,84.94,75.04,Normal
